KRAJ;MĚSTO;ORIGINÁLNÍ ZÁZNAM;GPS;PATRO / NÁSTUPIŠTĚ /atd.
Pardubický kraj;Přelouč;WC (1E). Městský úřad Přelouč, Československé armády 1665, 535 33 Přelouč;"50°2'19.089"", 15°33'39.48""";
Pardubický kraj;Slatiňany;Brána (1E). Brána na hřbitově ve Slatiňanech, ul. Schmoranzova, 538 21 Slatiňany;"49°55'21.338"", 15°48'52.366""";
Pardubický kraj;Svitavy;WC (1E). Autobusové nádraží Svitavy, Malé náměstí 2004/24, 568 02 Svitavy;"49°45'17.294"", 16°27'57.973""";
Pardubický kraj;Svitavy;WC (1E). Hypermarket Kaufland, Antonína Slavíčka 892/1, 568 02 Svitavy;"49°45'10.707"", 16°28'41.362""";
Pardubický kraj;Svitavy;WC (1E). Kavárna v parku, Dvořákova 2202/5, 568 02 Svitavy;"49°45'24.001"", 16°27'36.546""";
Pardubický kraj;Svitavy;WC (1E). Kino Vesmír Svitavy, Purkyňova 17, 568 02 Svitavy;"49°45'11.081"", 16°28'17.488""";
Pardubický kraj;Svitavy;WC (1E). Restaurace pod Hodinami, U Stadionu 942/17a, 568 02 Svitavy;"49°45'4.983"", 16°27'51.696""";
Pardubický kraj;Svitavy;WC (1E). Sportovní hala Na Střelnici, Pražská 2, 568 02 Svitavy;"49°45'39.315"", 16°27'37.089""";
Pardubický kraj;Svitavy;WC (3E). Středisko kulturních služeb města Svitavy, Wolkerova alej 92/18, 568 02 Svitavy;"49°45'21.625"", 16°28'20.489""";
Pardubický kraj;Svitavy;WC (1E). Svitavský stadion - Hlavní budova, U Stadionu 528/15, 568 02 Svitavy;"49°45'2.998"", 16°27'53.547""";
Pardubický kraj;Ústí nad Orlicí;WC (1E). Autobusové nádraží Ústí nad Orlicí, Lochmanova 177, 562 01 Ústí nad Orlicí;"49°58'31.635"", 16°23'42.826""";
Pardubický kraj;Ústí nad Orlicí;WC (2E). Hypermarket Tesco, Cihlářská 1516, 562 01 Ústí nad Orlicí;"49°58'44.277"", 16°24'9.296""";
Pardubický kraj;Ústí nad Orlicí;WC (2E). Železniční stanice Ústí nad Orlicí, budova bez č.p., ul. Sokolovská, 560 04 Ústí nad Orlicí;"49°58'15.069"", 16°22'41.406""";budova bez č.p.
Pardubický kraj;Žamberk;WC (1E). Domov pod hradem Žampach (Budova „U Šimona“), Žampach 1, 564 01 Žamberk;"50°2'19.010"", 16°25'54.525""";Budova „U Šimona“
Kraj Vysočina;Bystřice nad Pernštejnem;WC (1E). Veřejné WC, Masarykovo náměstí 1, 593 01 Bystřice nad Pernštejnem;"49°31'24.013"", 16°15'39.88""";
Kraj Vysočina;Havlíčkův Brod;WC (1E). Čerpací stanice OMV Havlíčkův Brod - Humpolecká, Humpolecká 20, 580 01 Havlíčkův Brod;"49°36'10.569"", 15°34'35.389""";
Kraj Vysočina;Havlíčkův Brod;WC (1E). Hypermarket Kaufland, Bělohradská 3855, 580 01 Havlíčkův Brod;"49°36'5.397"", 15°35'9.375""";
Kraj Vysočina;Havlíčkův Brod;WC (1E). Kulturní dům Ostrov - taneční sál, Na Ostrově 28, 580 01 Havlíčkův Brod;"49°36'16.608"", 15°34'55.419""";taneční sál
Kraj Vysočina;Havlíčkův Brod;WC (1E). Letní koupaliště, Chotěbořská 2997, 580 01 Havlíčkův Brod;"49°37'0.106"", 15°34'57.579""";
Kraj Vysočina;Havlíčkův Brod;WC (1E). Poliklinika, Sdružení ambulantních lékařů, s.r.o, Nádražní 582, 580 02 Havlíčkův Brod;"49°36'9.731"", 15°34'54.255""";
Kraj Vysočina;Havlíčkův Brod;WC (1E). Sportovní areál Plovárenská, 580 01 Havlíčkův Brod;"49°36'13.120"", 15°35'28.210""";
Kraj Vysočina;Havlíčkův Brod;WC (1E). Zimní stadion, U Stadionu 2777, 580 01 Havlíčkův Brod;"49°36'39.483"", 15°35'1.283""";
Kraj Vysočina;Havlíčkův Brod;WC (2E). Železniční stanice Havlíčkův Brod, Nádražní 72, 580 01 Havlíčkův Brod;"49°35'55.334"", 15°35'15.752""";
Kraj Vysočina;Herálec - Mikulášov;WC (1E). Čerpací stanice OMV Mikulášov, č.p. 113, 96. km D1 směr Brno, 582 55 Herálec;"49°30'52.116"", 15°25'1.673""";
Kraj Vysočina;Hrotovice;WC (1E). Autobusová čekárna Hrotovice, F. B. Zvěřiny, 675 55 Hrotovice;"49°6'27.647"", 16°3'37.279""";
Kraj Vysočina;Humpolec;WC (1E). Altán Park Stromovka Humpolec;"49°32'37.648"", 15°21'23.788""";
Kraj Vysočina;Humpolec;WC (1E). Městský úřad Humpolec – přízemí, Horní náměstí 300, 396 01 Humpolec;"49°32'27.414"", 15°21'37.494""";přízemí
Kraj Vysočina;Chotěboř;WC (2E). Železniční stanice Chotěboř, 5. května 491, 583 01 Chotěboř;"49°42'42.473"", 15°40'56.954""";
Kraj Vysočina;Jihlava;WC (1E). Autobusové nádraží Jihlava, Jiráskova 8, 586 01 Jihlava;"49°23'56.065"", 15°34'52.071""";
Kraj Vysočina;Jihlava;WC (1E). Čerpací stanice OMV - Jihlava Okružní, Okružní 4506/1, 586 01 Jihlava;"49°24'22.555"", 15°35'29.686""";
Kraj Vysočina;Jihlava;WC (1E). Čerpací stanice OMV - Jihlava Znojemská, Znojemská 4655, 586 01 Jihlava;"49°23'8.603"", 15°35'36.408""";
Kraj Vysočina;Jihlava;WC (1E). Hypermarket Kaufland, Romana Havelky 4842/1a, 586 01 Jihlava;"49°24'23.56"", 15°34'57.135""";
Kraj Vysočina;Jihlava;WC (1E). Hypermarket Tesco, Brněnská 4971/74, 586 01 Jihlava;"49°23'46.726"", 15°36'34.571""";
Kraj Vysočina;Jihlava;WC (2E). Obchodní centrum Citypark Jihlava, Hradební 1, 586 01 Jihlava;"49°23'33.709"", 15°35'33.241""";
Kraj Vysočina;Jihlava;WC (2E). Radnice, Masarykovo náměstí 97/1, 586 01 Jihlava;"49°23'45.862"", 15°35'28.272""";
Kraj Vysočina;Jihlava;WC (1E). Vysoká škola polytechnická Jihlava, Tolstého 16, 586 01 Jihlava;"49°23'55.195"", 15°34'57.723""";
Kraj Vysočina;Jihlava;Plošina (3E). Zoologická zahrada Jihlava, Březinovy sady 5642/10, 586 01 Jihlava;"49°23'49.732"", 15°35'48.824""";
Kraj Vysočina;Jihlava;WC (1E). Zoologická zahrada Jihlava, WC u tropického pavilonu, Březinovy sady 5642/10, 586 01 Jihlava;"49°23'49.733"", 15°35'48.823""";WC u tropického pavilonu
Kraj Vysočina;Jihlava;WC (1E). Železniční stanice Jihlava, Havlíčkova 2408/122, 586 02 Jihlava;"49°24'52.426"", 15°35'56.299""";
Kraj Vysočina;Koněšín;WC (1E). Ubytovna U hřiště 181, 675 02 Koněšín;"49°11'17.131"", 16°2'33.892""";
Kraj Vysočina;Kozlov;WC (1E). Železniční stanice Křižanov, Kozlov 32, 594 51 Kozlov;"49°23'4.433"", 16°4'51.297""";
Kraj Vysočina;Luka nad Jihlavou;WC (1E). Železniční stanice Luka nad Jihlavou, Nádražní 157, 588 22 Luka nad Jihlavou;"49°22'11.184"", 15°42'36.379""";
Kraj Vysočina;Moravské Budějovice;WC (1E). Železniční stanice Moravské Budějovice, 1. Máje 319, 676 02 Moravské Budějovice;"49°3'26.622"", 15°48'34.132""";
Kraj Vysočina;Nové Město na Moravě;WC (2E). Veřejné WC u polikliniky, Vratislavovo náměstí 449, 592 31 Nové Město na Moravě ;"49°33'36.690"", 16°4'27.639""";
Kraj Vysočina;Nové Město na Moravě;WC (2E). Veřejné WC v dopravním terminálu, Nádražní 202, 592 31 Nové Město na Moravě;"49°34'6.240"", 16°4'49.234""";
Kraj Vysočina;Okříšky;WC (1E). Veřejné WC Okříšky (v centru městyse vedle prodejny květin), B. Němcové 624, 675 21 Okříšky;"49°14'44.590"", 15°46'4.882""";
Kraj Vysočina;Pávov;WC (1E). Čerpací stanice OMV - Pávov Jih, Dálnice D1 - 111 km směr Brno, 586 01 Pávov;"49°27'13.667"", 15°35'27.338""";
Kraj Vysočina;Pávov;WC (1E). Čerpací stanice OMV - Pávov Sever, Dálnice D1 - 111 km směr Praha, 586 01 Pávov;"49°27'19.558"", 15°35'36.034""";
Kraj Vysočina;Pelhřimov;WC (1E). Autobusové nádraží Pelhřimov, Pod Náspem 2437, 393 01 Pelhřimov;"49°25'30.003"", 15°13'22.618""";
Kraj Vysočina;Pelhřimov;WC (1E). Hypermarket Kaufland, Pražská 2276, 393 01 Pelhřimov;"49°26'21.438"", 15°12'41.327""";
Kraj Vysočina;Přibyslav;WC (2E). Železniční stanice Přibyslav, U Nádraží 509, 582 22 Přibyslav;"49°34'11.974"", 15°44'34.634""";
Kraj Vysočina;Světlá nad Sázavou;WC (1E). Železniční stanice Světlá nad Sázavou, Nádražní 996, 582 91 Světlá nad Sázavou;"49°40'12.193"", 15°25'3.041""";
Kraj Vysočina;Telč;WC (1E). Dům dětí a mládeže Telč, Náměstí Zachariáše z Hradce 66, 588 56 Telč;"49°11'5.401"", 15°27'12.191""";
Kraj Vysočina;Telč;WC (1E). Městský úřad Telč (přízemí vedle infocentra), Náměstí Zachariáše z Hradce 10, 588 56 Telč;"49°11'3.326"", 15°27'10.471""";přízemí vedle infocentra
Kraj Vysočina;Telč;WC (1E). Poliklinika Telč (2. NP), Masarykova 330, 588 56 Telč;"49°11'0.61"", 15°27'35.315""";2. NP
Kraj Vysočina;Telč;WC (1E). Železniční stanice a dopravní terminál Telč, Nádražní 156, 588 56 Telč;"49°10'57.260"", 15°27'52.152""";
Kraj Vysočina;Třebíč;WC (1E). Areál zámku Třebíč, Zámek 1, 674 01 Třebíč;"49°13'2.323"", 15°52'23.358""";
Kraj Vysočina;Třebíč;WC (2E). Autobusové nádraží, Komenského náměstí, 674 01 Třebíč;"49°12'53.418"", 15°52'26.854""";
Kraj Vysočina;Třebíč;WC (1E). Hypermarket Kaufland, Brněnská 360, 674 01 Třebíč;"49°12'53.254"", 15°53'42.199""";
Kraj Vysočina;Třebíč;WC (2E). Hypermarket Kaufland, Spojovací 1345, 674 01 Třebíč;"49°12'6.615"", 15°53'24.326""";
Kraj Vysočina;Třebíč;WC (1E). Městská tržnice Stará Pošta, Karlovo nám. 23, 674 01 Třebíč;"49°12'56.576"", 15°52'48.191""";
Kraj Vysočina;Třebíč;WC (1E). Nový Hřbitov, Táborská, 674 01 Třebíč;"49°13'42.532"", 15°52'56.103""";
Kraj Vysočina;Třebíč;WC (1E). Železniční stanice Třebíč, Nádražní 142/18, 674 01 Třebíč;"49°12'41.883"", 15°53'3.817""";
Kraj Vysočina;Velké Meziříčí;WC (1E). Čerpací stanice Shell Měřín, Dálnice D1, 139. km, směr Brno, 594 01 Velké Meziříčí;"49°22'39.99"", 15°56'45.877""";
Kraj Vysočina;Velké Meziříčí;WC (1E). Čerpací stanice Shell, Dálnice D1, Fajtův kopec, 594 01 Velké Meziříčí;"49°21'13.27"", 16°1'59.376""";
Kraj Vysočina;Velké Meziříčí;WC (1E). Hypermarket Kaufland, U Tržiště 2204, 594 01 Velké Meziříčí;"49°20'53.006"", 16°1'25.544""";
Kraj Vysočina;Žďár nad Sázavou;WC (2E). Autokempink Pilák, 591 02 Žďár nad Sázavou 2 - Zámek;"49°35'28.313"", 15°55'12.374""";
Kraj Vysočina;Žďár nad Sázavou;WC (2E). Hypermarket Kaufland, Chelčického 2376/7, 591 01 Žďár nad Sázavou;"49°33'18.666"", 15°56'13.179""";
Kraj Vysočina;Žďár nad Sázavou;WC (1E). Kulturní dům, Dolní 183/10, 591 01 Žďár nad Sázavou;"49°33'58.486"", 15°56'16.881""";
Kraj Vysočina;Žďár nad Sázavou;WC (1E). Okresní soud ve Žďáru nad Sázavou, Strojírenská 2210/28, 591 01 Žďár nad Sázavou;"49°33'27.703"", 15°56'14.015""";
Kraj Vysočina;Žďár nad Sázavou;WC (2E). Rekreační areál Pilák, 591 02 Žďár nad Sázavou 505/2 - Zámek;"49°35'24.371"", 15°55'52.777""";
Kraj Vysočina;Žďár nad Sázavou;WC (2E). Zimní stadion, Jungmannova 1496/10, 591 01 Žďár nad Sázavou;"49°34'13.949"", 15°56'28.654""";
Kraj Vysočina;Žďár nad Sázavou;WC (2E). Železniční stanice Žďár nad Sázavou, Chelčického 229/1, 591 01 Žďár nad Sázavou;"49°33'14.991"", 15°56'22.255""";
Jihomoravský kraj;Adamov;WC (1E). Železniční stanice Adamov, Nádražní 107, 679 04 Adamov;"49°17'43.795"", 16°39'49.164""";
Jihomoravský kraj;Blansko;WC (2E). Hypermarket Kaufland, Na Řadech 2347/1, 678 01 Blansko;"49°22'13.710"", 16°38'34.656""";
Jihomoravský kraj;Boskovice;WC (1E). Autobusové nádraží, Sokolská ul., 680 01 Boskovice;"49°29'30.713"", 16°39'9.756""";
Jihomoravský kraj;Boskovice;WC (1E). Hypermarket Kaufland, Rovná ulice 2460/4, 680 01 Boskovice;"49°29'29.61"", 16°38'27.694""";
Jihomoravský kraj;Boskovice;WC (2E). Hypermarket Tesco, Chrudichromská 3, 680 01 Boskovice;"49°29'32.383"", 16°38'54.176""";
Jihomoravský kraj;Boskovice ;Plošina + WC (3E). Městský úřad + Městská knihovna Boskovice, Náměstí 9. května 954/2, 680 01 Boskovice ;"49°29'19.770"", 16°39'52.988""";
Jihomoravský kraj;Brno-Kohoutovice;WC (4E). Aquapark Kohoutovice, Chalabalova 946/2a, 623 00 Brno-Kohoutovice;"49°11'35.992"", 16°32'28.103""";
Jihomoravský kraj;Brno - Střed;WC (1E). Autobusové nádraží, Benešova, 602 00 Brno - Střed;;
Jihomoravský kraj;Brno;WC (2E). Brněnská přehrada, lokalita Přístav, Sokolská, 612 00 Brno;;
Jihomoravský kraj;Brno;WC (1E). Čerpací stanice Benzina Brno - Komín, Bystrcká 1276/36b, 624 00 Brno;"49°13'23.553"", 16°32'15.118""";
Jihomoravský kraj;Brno;WC (1E). Čerpací stanice Benzina, Královopolská 3197/90, 616 00 Brno;"49°13'8.242"", 16°34'31.652""";
Jihomoravský kraj;Brno - Dolní Heršpice;WC (1E). Čerpací stanice OMV Brno - Dolní Heršpice, 2. km D2 směr Bratislava, 619 00 Brno - Dolní Heršpice;"49°9'11.637"", 16°37'45.525""";
Jihomoravský kraj;Brno - Troubsko;WC (1E). Čerpací stanice OMV Brno - Troubsko, 187,5 km D1 směr Praha, 664 41 Brno - Troubsko;;
Jihomoravský kraj;Brno - Popůvky;WC (1E). Čerpací stanice Shell Brno Popůvky, D1 směr Praha, 664 41 Brno Popůvky 161;"49°10'59.166"", 16°28'43.487""";
Jihomoravský kraj;Brno - Královo Pole;Plošina (2E). Česká spořitelna, Palackého tř. 1365/59, 612 00 Brno - Královo Pole;"49°13'25.476"", 16°35'40.645""";
Jihomoravský kraj;Brno;WC (1E). Filharmonie Brno, Komenského náměstí 534/8, 602 00 Brno;"49°11'46.493"", 16°36'14.966""";
Jihomoravský kraj;Brno;WC (1E). Hobby market OBI Brno, Sokolova 622/1, 619 00 Brno;"49°9'57.951"", 16°37'39.036""";
Jihomoravský kraj;Brno;WC (1E). Hobby market UNI HOBBY Brno, Bystrcká 1137/38, 624 00 Brno;"49°13'30.921"", 16°32'16.648""";
Jihomoravský kraj;Brno - Cejl;WC (1E). Hypermarket Albert, Tkalcovská 869/1, 602 00 Brno - Cejl;"49°12'1.486"", 16°37'40.429""";
Jihomoravský kraj;Brno - Střed;WC (1E). Hypermarket Albert, Vídeňská 815/89A, 639 00 Brno - Střed;"49°10'35.736"", 16°35'51.124""";
Jihomoravský kraj;Brno - Ivanovice;WC (3E). Hypermarket Globus Brno, Hradecká 408/40, 621 00 Brno - Ivanovice;"49°15'43.267"", 16°34'44.711""";
Jihomoravský kraj;Brno - Židenice;WC (2E). Hypermarket Kaufland, Bubeníčkova 4405/1, 601 51 Brno - Židenice;"49°12'10.735"", 16°38'13.009""";
Jihomoravský kraj;Brno - Bohunice;WC (2E). Hypermarket Kaufland, Kamenice 745/1, 625 00 Brno - Bohunice;"49°10'26.28"", 16°34'55.602""";
Jihomoravský kraj;Brno - Slatina;WC (2E). Hypermarket Kaufland, Řípská 1476/27, 627 00 Brno - Slatina;"49°10'55.224"", 16°40'2.154""";
Jihomoravský kraj;Brno - Ponava;WC (2E). Hypermarket Kaufland, Sportovní 594/21, 602 00 Brno - Ponava;"49°12'55.192"", 16°36'15.088""";
Jihomoravský kraj;Brno - Žabovřesky;Plošina (2E). Kino Lucerna Brno, Minská 19, 616 00 Brno - Žabovřesky;"49°12'37.601"", 16°35'7.34""";
Jihomoravský kraj;Brno;WC (4E). Knihovna Jiřího Mahena v Brně, Kobližná 4, 602 00 Brno;"49°11'42.846"", 16°36'34.586""";
Jihomoravský kraj;Brno – Řečkovice;WC(1E).  Knihovna Jiřího Mahena v Brně, Kolaříkova 3, 621 00 Brno – Řečkovice;"49°14'50.671"", 16°34'55.516""";
Jihomoravský kraj;Brno – Jundrov;WC (1E). Knihovna Jiřího Mahena v Brně, Veslařská 56, 637 00 Brno – Jundrov;"49°12'27.053"", 16°33'18.511""";
Jihomoravský kraj;Brno - Tuřany;WC (6E). Letiště Brno - Tuřany 904/1, 627 00 Brno - Tuřany;"49°9'16.448"", 16°41'34.283""";
Jihomoravský kraj;Brno;WC (1E). Magistrát města Brna, Husova 12 – přízemí, 601 67 Brno;"49°11'37.818"", 16°36'20.221""";přízemí
Jihomoravský kraj;Brno;WC (1E). Magistrát města Brna, Husova 5, 602 00 Brno;"49°11'30.621"", 16°36'18.410""";
Jihomoravský kraj;Brno;WC (1E). Magistrát města Brna, Koliště 19, 602 00 Brno;"49°11'57.782"", 16°36'42.984""";
Jihomoravský kraj;Brno;WC (1E). Magistrát města Brna, Kounicova 67, 602 00 Brno;"49°12'36.317"", 16°35'36.899""";
Jihomoravský kraj;Brno;WC (1E). Magistrát města Brna, Malinovského nám. 3 – přízemí, 601 67 Brno;"49°11'43.816"", 16°36'53.824""";přízemí
Jihomoravský kraj;Brno;WC (1E). Masarykova univerzita, Komenského náměstí 2, 602 00 Brno;"49°11'47.785"", 16°36'10.782""";
Jihomoravský kraj;Brno;WC (1E). Městský fotbalový stadion FC Zbrojovka Brno, Srbská 2838/47a, 612 00 Brno;"49°13'38.207"", 16°35'11.222""";
Jihomoravský kraj;Brno;WC (1E). Moravská galerie v Brně, Husova 18, 602 00 Brno;"49°11'43.577"", 16°36'15.177""";
Jihomoravský kraj;Brno;WC (1E). Moravská galerie v Brně, Moravské náměstí 1a, 602 00 Brno;"49°11'51.983"", 16°36'29.758""";
Jihomoravský kraj;Brno;WC (3E). Moravská zemská knihovna v Brně, Kounicova 65a, 601 87 Brno;"49°12'31.133"", 16°35'38.501""";
Jihomoravský kraj;Brno;WC (1E). Nákupní centrum Královo Pole, Cimburkova 4, 612 00 Brno;"49°13'0.491"", 16°36'29.905""";
Jihomoravský kraj;Brno;WC (4E). Obchodní centrum Campus Square (pasáž + foodcourt), Netroufalky 770, 625 00 Brno;"49°10'37.200"", 16°33'59.400""";pasáž + foodcourt
Jihomoravský kraj;Brno;WC (1E). Obchodní centrum Dornych, Dornych 404/4, 602 00 Brno;"49°11'22.251"", 16°36'46.542""";3. patro
Jihomoravský kraj;Brno - město;WC (1E). Obchodní pasáž Jalta, Dominikánské náměstí 2, 602 00 Brno - město;"49°11'39.692"", 16°36'22.482""";
Jihomoravský kraj;Brno - Ponava;WC (1E). Obchodní pasáž SFINX, Hrnčířská 6, 602 00 Brno - Ponava;"49°12'36.901"", 16°36'3.593""";
Jihomoravský kraj;Brno - střed;WC (2E). OC Letmo, Nádražní 681/2a, 602 00 Brno - střed;"49°11'29.832"", 16°36'44.647""";
Jihomoravský kraj;Brno;WC (1E). OC Velký Špalíček, Mečová 10, 602 00 Brno;"49°11'33.942"", 16°36'28.153""";
Jihomoravský kraj;Brno;WC (1E). OC Velký Špalíček, Mečová 2, 602 00 Brno;"49°11'35.794"", 16°36'25.106""";
Jihomoravský kraj;Brno;WC (1E). OC Velký Špalíček, Starobrněnská 8, 602 00 Brno;"49°11'33.537"", 16°36'27.519""";
Jihomoravský kraj;Brno;WC (1E). Odbavovací budova ÚAN Brno Zvonařka, 602 00 Brno;"49°11'10.282"", 16°36'58.77""";
Jihomoravský kraj;Brno - Střed;WC (1E). Parkovací dům DOMINI PARK, Husova 14a, 602 00 Brno - Střed;"49°11'40.092"", 16°36'20.35""";
Jihomoravský kraj;Brno;WC (1E). Poliklinika Brno - Lesná, Halasovo náměstí 1, 601 47 Brno;"49°13'22.439"", 16°37'38.279""";
Jihomoravský kraj;Brno - Líšeň;WC (2E). Poliklinika Horníkova, Horníkova 2485/34, 628 00 Brno – Líšeň;"49°12'47.082"", 16°40'55.347""";
Jihomoravský kraj;Brno;Plošina (2E). Radnice Brno, Dominikánské náměstí 1, 601 67 Brno;"49°11'35.565"", 16°36'30.710""";
Jihomoravský kraj;Brno;WC (5E). Tržnice Zelný trh, Zelný trh 250/14 - 16, 601 69 Brno;;
Jihomoravský kraj;Brno;WC (1E). Úřad práce ČR Brno, Křenová 25/27, 659 59 Brno;"49°11'30.782"", 16°37'11.398""";
Jihomoravský kraj;Brno - Nový Lískovec;Výtah (2E). Venkovní výtah, Polyfunkční objekt, Kamínky 3, 634 00 Brno - Nový Lískovec;"49°10'36.809"", 16°33'34.183""";
Jihomoravský kraj;Brno;WC (1E). Veřejné WC, Björnsonův sad, Park - Veveří, 602 00 Brno;"49°12'25.083"", 16°35'37.405""";
Jihomoravský kraj;Brno;WC (18E). Vysoké učení technické v Brně, Fakulta stavební, Veveří 331/95, 602 00 Brno;"49°12'23.629"", 16°35'32.367""";
Jihomoravský kraj;Brno;WC (4E). Vysoké učení technické v Brně, Fakulta stavební, Žižkova 17, 602 00 Brno;"49°12'20.391"", 16°35'25.103""";
Jihomoravský kraj;Brno;WC (1E). Vysoké učení technické v Brně, Koleje a menzy, Stravovací provoz kolejí , Kolejní 2, 612 00 Brno;"49°13'52.734"", 16°34'13.531""";
Jihomoravský kraj;Brno- Starý Lískovec;Plošina (2E). Výtah u polikliniky, U pošty 14, 625 00 Brno - Starý Lískovec;"49°10'5.515"", 16°33'54.293""";
Jihomoravský kraj;Brno;WC (2E). Zdravotní středisko Konstancie, Dělnická 53, 624 00 Brno;"49°13'6.544"", 16°33'11.69""";
Jihomoravský kraj;Brno - Královo Pole;WC (1E). Železniční stanice Brno - Kr. Pole - výpravní budova, Budovcova 2, 612 00 Brno - Královo Pole;"49°13'50.674"", 16°35'46.197""";výpravní budova
Jihomoravský kraj;Brno;WC (1E). Železniční stanice Brno hl.n. 1. NP, Nádražní 1, 602 00 Brno;"49°11'28.217"", 16°36'47.085""";1. NP
Jihomoravský kraj;Břeclav;WC (1E). Hypermarket Albert, Hraniční 1257, 691 41 Břeclav;"48°44'38.463"", 16°52'11.078""";
Jihomoravský kraj;Břeclav;WC (1E). Městský úřad Břeclav, nám. T.G.Masaryka 42/3, 690 81 Břeclav;"48°45'35.02"", 16°52'54.23""";
